LAT,LON,YEAR,MO,DY,PRECTOT,ALLSKY_SFC_SW_DWN,WS10M_RANGE,Date
37.72531,-97.79759,2005,1,25,0,11.56,5.64,2005-01-25
37.72531,-97.79759,2005,1,26,0,13.32,3.34,2005-01-26
37.72531,-97.79759,2005,1,27,0.29,4.9,2.08,2005-01-27
37.72531,-97.79759,2005,1,28,5.02,2.12,4.82,2005-01-28
37.72531,-97.79759,2005,1,29,1.28,6.23,2.01,2005-01-29
37.72531,-97.79759,2005,1,30,4.2,3.46,2.23,2005-01-30
37.72531,-97.79759,2005,1,31,1.72,4.5,2.78,2005-01-31
37.72531,-97.79759,2005,2,1,0.31,3.53,2.47,2005-02-01
37.72531,-97.79759,2005,2,2,0,10.55,3.13,2005-02-02
37.72531,-97.79759,2005,2,3,0,15.01,2.13,2005-02-03
37.72531,-97.79759,2005,2,4,0.02,15.3,4.09,2005-02-04
37.72531,-97.79759,2005,2,5,0.65,10.44,5.55,2005-02-05
37.72531,-97.79759,2005,2,6,15.69,1.94,6.63,2005-02-06
37.72531,-97.79759,2005,2,7,0.47,4.86,4.66,2005-02-07
37.72531,-97.79759,2005,2,8,3.07,3.17,4.64,2005-02-08
37.72531,-97.79759,2005,2,9,0.15,12.85,2.71,2005-02-09
37.72531,-97.79759,2005,2,10,1.38,13.5,3.09,2005-02-10
37.72531,-97.79759,2005,2,11,0.24,15.34,3.54,2005-02-11
37.72531,-97.79759,2005,2,12,6.57,3.71,6.59,2005-02-12
37.72531,-97.79759,2005,2,13,0.75,15.16,8.59,2005-02-13
37.72531,-97.79759,2005,2,14,0,14.15,5.68,2005-02-14
37.72531,-97.79759,2005,2,15,0.01,15.8,8.68,2005-02-15
37.72531,-97.79759,2005,2,16,0,6.41,3.37,2005-02-16
37.72531,-97.79759,2005,2,17,0,15.66,1.81,2005-02-17
37.72531,-97.79759,2005,2,18,4.34,12.24,2.01,2005-02-18
37.72531,-97.79759,2005,2,19,1.17,3.96,3.31,2005-02-19
37.72531,-97.79759,2005,2,20,0.31,15.98,6.91,2005-02-20
37.72531,-97.79759,2005,2,21,0.45,7.6,4.82,2005-02-21
37.72531,-97.79759,2005,2,22,1.75,5.29,4.99,2005-02-22
37.72531,-97.79759,2005,2,23,5.61,3.1,6.02,2005-02-23
37.72531,-97.79759,2005,2,24,0,18.86,5.16,2005-02-24
37.72531,-97.79759,2005,2,25,0.04,18.61,3.16,2005-02-25
37.72531,-97.79759,2005,2,26,0.06,12.42,4.82,2005-02-26
37.72531,-97.79759,2005,2,27,0.72,6.88,5.97,2005-02-27
37.72531,-97.79759,2005,2,28,0.06,15.3,7.89,2005-02-28
37.72531,-97.79759,2005,3,1,0,16.81,4.23,2005-03-01
37.72531,-97.79759,2005,3,2,0,17.1,4.67,2005-03-02
37.72531,-97.79759,2005,3,3,0,18.97,2.43,2005-03-03
37.72531,-97.79759,2005,3,4,0,19.26,2.6,2005-03-04
37.72531,-97.79759,2005,3,5,0,18.14,3.87,2005-03-05
37.72531,-97.79759,2005,3,6,0.03,15.16,7.6,2005-03-06
37.72531,-97.79759,2005,3,7,0.21,10.87,8.92,2005-03-07
37.72531,-97.79759,2005,3,8,0.03,14,6.4,2005-03-08
37.72531,-97.79759,2005,3,9,0.01,13.18,5.43,2005-03-09
37.72531,-97.79759,2005,3,10,0.02,17.64,7.62,2005-03-10
37.72531,-97.79759,2005,3,11,0,18.76,5.09,2005-03-11
37.72531,-97.79759,2005,3,12,0,20.92,5.23,2005-03-12
37.72531,-97.79759,2005,3,13,0,15.8,6.93,2005-03-13
37.72531,-97.79759,2005,3,14,0,15.41,2.19,2005-03-14
37.72531,-97.79759,2005,3,15,0.23,8.96,1.83,2005-03-15
37.72531,-97.79759,2005,3,16,0.01,20.81,4.83,2005-03-16
37.72531,-97.79759,2005,3,17,0,21.2,6.69,2005-03-17
37.72531,-97.79759,2005,3,18,0.18,20.02,6.04,2005-03-18
37.72531,-97.79759,2005,3,19,0.01,20.12,4.66,2005-03-19
37.72531,-97.79759,2005,3,20,4.53,16.92,5.33,2005-03-20
37.72531,-97.79759,2005,3,21,23.51,4.21,3.15,2005-03-21
37.72531,-97.79759,2005,3,22,12.22,4.25,6,2005-03-22
37.72531,-97.79759,2005,3,23,0.04,8.24,3.63,2005-03-23
37.72531,-97.79759,2005,3,24,0.29,8.89,4.11,2005-03-24
37.72531,-97.79759,2005,3,25,0.04,6.37,4.45,2005-03-25
37.72531,-97.79759,2005,3,26,0.01,6.41,5.5,2005-03-26
37.72531,-97.79759,2005,3,27,0,24.52,3.75,2005-03-27
37.72531,-97.79759,2005,3,28,0,21.85,4.87,2005-03-28
37.72531,-97.79759,2005,3,29,0.45,14.72,4.57,2005-03-29
37.72531,-97.79759,2005,3,30,0.05,16.7,12.43,2005-03-30
37.72531,-97.79759,2005,3,31,0.26,8.42,8.28,2005-03-31
37.72531,-97.79759,2005,4,1,0,22.75,8.48,2005-04-01
37.72531,-97.79759,2005,4,2,0,25.56,4.13,2005-04-02
37.72531,-97.79759,2005,4,3,0,21.56,7.5,2005-04-03
37.72531,-97.79759,2005,4,4,0,25.92,4.17,2005-04-04
37.72531,-97.79759,2005,4,5,2.58,21.64,8.6,2005-04-05
37.72531,-97.79759,2005,4,6,9.42,5.33,5.01,2005-04-06
37.72531,-97.79759,2005,4,7,0,26.17,7.78,2005-04-07
37.72531,-97.79759,2005,4,8,0.01,13.5,5.29,2005-04-08
37.72531,-97.79759,2005,4,9,0.41,25.56,4.26,2005-04-09
37.72531,-97.79759,2005,4,10,8.61,7.85,4.55,2005-04-10
37.72531,-97.79759,2005,4,11,2.83,13.79,6.47,2005-04-11
37.72531,-97.79759,2005,4,12,0.09,24.77,7.02,2005-04-12
37.72531,-97.79759,2005,4,13,0,11.77,5.15,2005-04-13
37.72531,-97.79759,2005,4,14,0.02,24.73,2.47,2005-04-14
37.72531,-97.79759,2005,4,15,0.03,22.79,4.51,2005-04-15
37.72531,-97.79759,2005,4,16,0,21.24,2.02,2005-04-16
37.72531,-97.79759,2005,4,17,0.9,23.22,4.02,2005-04-17
37.72531,-97.79759,2005,4,18,0.16,18.29,5.78,2005-04-18
37.72531,-97.79759,2005,4,19,0,15.84,3.94,2005-04-19
37.72531,-97.79759,2005,4,20,7.35,24.48,2.25,2005-04-20
37.72531,-97.79759,2005,4,21,0.01,25.52,4.19,2005-04-21
37.72531,-97.79759,2005,4,22,0.02,25.38,6.96,2005-04-22
37.72531,-97.79759,2005,4,23,0,29.09,4.26,2005-04-23
37.72531,-97.79759,2005,4,24,2.43,22.68,3.24,2005-04-24
37.72531,-97.79759,2005,4,25,3.53,5.72,4.14,2005-04-25
37.72531,-97.79759,2005,4,26,0,25.74,7.16,2005-04-26
37.72531,-97.79759,2005,4,27,4.08,26.35,4.85,2005-04-27
37.72531,-97.79759,2005,4,28,0.61,12.2,4.69,2005-04-28
37.72531,-97.79759,2005,4,29,0.56,6.23,5.18,2005-04-29
37.72531,-97.79759,2005,4,30,0.06,29.7,3.08,2005-04-30
37.72531,-97.79759,2005,5,1,0.3,11.95,3.08,2005-05-01
37.72531,-97.79759,2005,5,2,0,26.21,4.84,2005-05-02
37.72531,-97.79759,2005,5,3,0.09,19.66,2.68,2005-05-03
37.72531,-97.79759,2005,5,4,0,22.61,6.12,2005-05-04
37.72531,-97.79759,2005,5,5,0,9.4,2.95,2005-05-05
37.72531,-97.79759,2005,5,6,0.04,24.19,5.16,2005-05-06
37.72531,-97.79759,2005,5,7,0.3,16.52,3.76,2005-05-07
37.72531,-97.79759,2005,5,8,5.19,22.03,6.91,2005-05-08
37.72531,-97.79759,2005,5,9,0.12,28.62,4.79,2005-05-09
37.72531,-97.79759,2005,5,10,0,27.79,5.91,2005-05-10
37.72531,-97.79759,2005,5,11,0.07,19.73,2.47,2005-05-11
37.72531,-97.79759,2005,5,12,23.09,9.54,8.3,2005-05-12
37.72531,-97.79759,2005,5,13,11.33,6.44,5.9,2005-05-13
37.72531,-97.79759,2005,5,14,0.04,29.52,3.95,2005-05-14
37.72531,-97.79759,2005,5,15,0.17,25.52,4.27,2005-05-15
37.72531,-97.79759,2005,5,16,0.1,26.5,4.68,2005-05-16
37.72531,-97.79759,2005,5,17,0.01,25.34,6.29,2005-05-17
37.72531,-97.79759,2005,5,18,1.42,19.44,9.54,2005-05-18
37.72531,-97.79759,2005,5,19,0.02,29.95,2.73,2005-05-19
37.72531,-97.79759,2005,5,20,0,29.2,4.11,2005-05-20
37.72531,-97.79759,2005,5,21,0.03,28.94,7.31,2005-05-21
37.72531,-97.79759,2005,5,22,1.21,27,5.76,2005-05-22
37.72531,-97.79759,2005,5,23,14.4,26.1,3.62,2005-05-23
37.72531,-97.79759,2005,5,24,3.44,23.26,3.74,2005-05-24
37.72531,-97.79759,2005,5,25,2.27,24.8,7.13,2005-05-25
37.72531,-97.79759,2005,5,26,0.28,25.49,5.52,2005-05-26
37.72531,-97.79759,2005,5,27,0.12,17.1,2.87,2005-05-27
37.72531,-97.79759,2005,5,28,0.02,29.38,2.75,2005-05-28
37.72531,-97.79759,2005,5,29,2.16,23.83,4.69,2005-05-29
37.72531,-97.79759,2005,5,30,0.42,23.15,3.77,2005-05-30
37.72531,-97.79759,2005,5,31,14.73,5.98,4.91,2005-05-31
37.72531,-97.79759,2005,6,1,0.06,25.34,4.06,2005-06-01
37.72531,-97.79759,2005,6,2,2.03,17.64,3.84,2005-06-02
37.72531,-97.79759,2005,6,3,30.23,8.86,4.45,2005-06-03
37.72531,-97.79759,2005,6,4,1.5,20.84,7.27,2005-06-04
37.72531,-97.79759,2005,6,5,0.13,30.67,2.36,2005-06-05
37.72531,-97.79759,2005,6,6,0.46,29.45,4.63,2005-06-06
37.72531,-97.79759,2005,6,7,0.05,24.19,4.09,2005-06-07
37.72531,-97.79759,2005,6,8,19.17,25.45,7.93,2005-06-08
37.72531,-97.79759,2005,6,9,6.78,25.52,5.12,2005-06-09
37.72531,-97.79759,2005,6,10,34.1,10.91,2.71,2005-06-10
37.72531,-97.79759,2005,6,11,18.23,24.8,5.23,2005-06-11
37.72531,-97.79759,2005,6,12,31.05,3.96,3.82,2005-06-12
37.72531,-97.79759,2005,6,13,5.2,28.19,4.67,2005-06-13
37.72531,-97.79759,2005,6,14,0,31.43,4.53,2005-06-14
37.72531,-97.79759,2005,6,15,12.04,26.96,4.35,2005-06-15
37.72531,-97.79759,2005,6,16,12.52,27.43,3.02,2005-06-16
37.72531,-97.79759,2005,6,17,1.62,29.59,1.9,2005-06-17
37.72531,-97.79759,2005,6,18,0,28.66,4.72,2005-06-18
37.72531,-97.79759,2005,6,19,0,28.01,3.31,2005-06-19
37.72531,-97.79759,2005,6,20,0.05,28.91,1.15,2005-06-20
37.72531,-97.79759,2005,6,21,0.63,23.36,1.69,2005-06-21
37.72531,-97.79759,2005,6,22,0.06,28.51,2.75,2005-06-22
37.72531,-97.79759,2005,6,23,0,27.79,3.96,2005-06-23
37.72531,-97.79759,2005,6,24,0,26.78,4.02,2005-06-24
37.72531,-97.79759,2005,6,25,0,26.06,2.99,2005-06-25
37.72531,-97.79759,2005,6,26,0.02,25.88,3.02,2005-06-26
37.72531,-97.79759,2005,6,27,0.1,27.5,4.48,2005-06-27
37.72531,-97.79759,2005,6,28,0.17,27.22,5.02,2005-06-28
37.72531,-97.79759,2005,6,29,0.13,26.1,6.09,2005-06-29
37.72531,-97.79759,2005,6,30,3.01,20.92,5.5,2005-06-30
37.72531,-97.79759,2005,7,1,1.61,29.2,2.43,2005-07-01
37.72531,-97.79759,2005,7,2,2.02,27.29,3.6,2005-07-02
37.72531,-97.79759,2005,7,3,45.79,21.42,8.04,2005-07-03
37.72531,-97.79759,2005,7,4,19.11,29.16,2.29,2005-07-04
37.72531,-97.79759,2005,7,5,2.41,23.15,2.87,2005-07-05
37.72531,-97.79759,2005,7,6,0,22.57,3.72,2005-07-06
37.72531,-97.79759,2005,7,7,0.05,24.7,3.55,2005-07-07
37.72531,-97.79759,2005,7,8,0.02,26.57,3.82,2005-07-08
37.72531,-97.79759,2005,7,9,0,25.67,4.15,2005-07-09
37.72531,-97.79759,2005,7,10,0,26.35,2.42,2005-07-10
37.72531,-97.79759,2005,7,11,0.02,23.44,2.27,2005-07-11
37.72531,-97.79759,2005,7,12,8.67,14.72,2.67,2005-07-12
37.72531,-97.79759,2005,7,13,0.92,21.24,1.93,2005-07-13
37.72531,-97.79759,2005,7,14,0,24.7,2.61,2005-07-14
37.72531,-97.79759,2005,7,15,0,24.34,3.04,2005-07-15
37.72531,-97.79759,2005,7,16,0,24.8,3.36,2005-07-16
37.72531,-97.79759,2005,7,17,1.54,28.19,3.89,2005-07-17
37.72531,-97.79759,2005,7,18,7.93,13.54,4.93,2005-07-18
37.72531,-97.79759,2005,7,19,1.36,23.72,5.18,2005-07-19
37.72531,-97.79759,2005,7,20,0,28.58,3.13,2005-07-20
37.72531,-97.79759,2005,7,21,0,28.69,3.1,2005-07-21
37.72531,-97.79759,2005,7,22,0,27.86,1.86,2005-07-22
37.72531,-97.79759,2005,7,23,0,28.66,3.64,2005-07-23
37.72531,-97.79759,2005,7,24,0.02,28.15,3.25,2005-07-24
37.72531,-97.79759,2005,7,25,1.24,27,5.16,2005-07-25
37.72531,-97.79759,2005,7,26,4.17,3.13,7.45,2005-07-26
37.72531,-97.79759,2005,7,27,0,28.8,4.8,2005-07-27
37.72531,-97.79759,2005,7,28,0.1,29.38,3.61,2005-07-28
37.72531,-97.79759,2005,7,29,0,29.56,3.32,2005-07-29
37.72531,-97.79759,2005,7,30,0,28.01,2.84,2005-07-30
37.72531,-97.79759,2005,7,31,0,27.29,2.72,2005-07-31
37.72531,-97.79759,2005,8,1,0,27.65,1.76,2005-08-01
37.72531,-97.79759,2005,8,2,0,27.11,2.71,2005-08-02
37.72531,-97.79759,2005,8,3,0,26.17,2.8,2005-08-03
37.72531,-97.79759,2005,8,4,9.11,19.01,5.6,2005-08-04
37.72531,-97.79759,2005,8,5,0.2,21.35,4.19,2005-08-05
37.72531,-97.79759,2005,8,6,0.01,24.48,2.36,2005-08-06
37.72531,-97.79759,2005,8,7,2.73,20.7,1.97,2005-08-07
37.72531,-97.79759,2005,8,8,0.01,25.81,3.96,2005-08-08
37.72531,-97.79759,2005,8,9,0.03,26.39,4.05,2005-08-09
37.72531,-97.79759,2005,8,10,0,23.08,2.19,2005-08-10
37.72531,-97.79759,2005,8,11,0.18,20.3,3.29,2005-08-11
37.72531,-97.79759,2005,8,12,21.42,19.8,3.75,2005-08-12
37.72531,-97.79759,2005,8,13,17.41,10.76,7.74,2005-08-13
37.72531,-97.79759,2005,8,14,2.93,5.04,4.24,2005-08-14
37.72531,-97.79759,2005,8,15,1.99,7.81,4.75,2005-08-15
37.72531,-97.79759,2005,8,16,0.76,12.28,2.78,2005-08-16
37.72531,-97.79759,2005,8,17,4.95,16.06,5.35,2005-08-17
37.72531,-97.79759,2005,8,18,0.74,25.85,3.76,2005-08-18
37.72531,-97.79759,2005,8,19,11.12,24.62,6.27,2005-08-19
37.72531,-97.79759,2005,8,20,8.29,8.17,3.33,2005-08-20
37.72531,-97.79759,2005,8,21,5.45,7.99,1.67,2005-08-21
37.72531,-97.79759,2005,8,22,21.35,11.7,3.45,2005-08-22
37.72531,-97.79759,2005,8,23,19.05,19.76,2.94,2005-08-23
37.72531,-97.79759,2005,8,24,18.31,13.61,2.21,2005-08-24
37.72531,-97.79759,2005,8,25,10.65,18.86,3.16,2005-08-25
37.72531,-97.79759,2005,8,26,0.46,23.72,3.03,2005-08-26
37.72531,-97.79759,2005,8,27,1.81,21.56,2.51,2005-08-27
37.72531,-97.79759,2005,8,28,9.72,17.64,1.59,2005-08-28
37.72531,-97.79759,2005,8,29,0.06,24.52,2.2,2005-08-29
37.72531,-97.79759,2005,8,30,0,24.66,3.75,2005-08-30
37.72531,-97.79759,2005,8,31,0.09,23.76,3.4,2005-08-31
37.72531,-97.79759,2005,9,1,0.44,22.39,4.13,2005-09-01
37.72531,-97.79759,2005,9,2,0.13,19.73,2.76,2005-09-02
37.72531,-97.79759,2005,9,3,0.08,22.97,3.43,2005-09-03
37.72531,-97.79759,2005,9,4,0.01,21.92,3.32,2005-09-04
37.72531,-97.79759,2005,9,5,0,23.51,5.12,2005-09-05
37.72531,-97.79759,2005,9,6,1.71,12.13,2.64,2005-09-06
37.72531,-97.79759,2005,9,7,0.62,9.86,2.66,2005-09-07
37.72531,-97.79759,2005,9,8,0.06,22.43,2.9,2005-09-08
37.72531,-97.79759,2005,9,9,0,23.18,5.35,2005-09-09
37.72531,-97.79759,2005,9,10,0,22.14,4.35,2005-09-10
37.72531,-97.79759,2005,9,11,0.34,11.45,4.93,2005-09-11
37.72531,-97.79759,2005,9,12,0.64,18.68,4.71,2005-09-12
37.72531,-97.79759,2005,9,13,1.88,19.66,5.69,2005-09-13
37.72531,-97.79759,2005,9,14,13.49,14.76,2.88,2005-09-14
37.72531,-97.79759,2005,9,15,2.22,16.42,4.9,2005-09-15
37.72531,-97.79759,2005,9,16,0,23.11,3.11,2005-09-16
37.72531,-97.79759,2005,9,17,0.05,16.78,4.57,2005-09-17
37.72531,-97.79759,2005,9,18,0.04,20.99,4.14,2005-09-18
37.72531,-97.79759,2005,9,19,0.01,17.75,1.68,2005-09-19
37.72531,-97.79759,2005,9,20,0,20.95,2.95,2005-09-20
37.72531,-97.79759,2005,9,21,0,18.11,4.4,2005-09-21
37.72531,-97.79759,2005,9,22,0,19.94,8.14,2005-09-22
37.72531,-97.79759,2005,9,23,0.05,17.14,4.71,2005-09-23
37.72531,-97.79759,2005,9,24,0,17.39,3.47,2005-09-24
37.72531,-97.79759,2005,9,25,0,19.66,6.23,2005-09-25
37.72531,-97.79759,2005,9,26,0,19.08,6.03,2005-09-26
37.72531,-97.79759,2005,9,27,0,19.98,4.35,2005-09-27
37.72531,-97.79759,2005,9,28,0.47,10.33,9.9,2005-09-28
37.72531,-97.79759,2005,9,29,0,17.32,4.42,2005-09-29
37.72531,-97.79759,2005,9,30,1.52,16.42,4.7,2005-09-30
37.72531,-97.79759,2005,10,1,7.95,8.1,3.94,2005-10-01
37.72531,-97.79759,2005,10,2,0.09,15.91,5.54,2005-10-02
37.72531,-97.79759,2005,10,3,0.03,16.56,2.67,2005-10-03
37.72531,-97.79759,2005,10,4,0.09,16.24,2.57,2005-10-04
37.72531,-97.79759,2005,10,5,2.23,3.64,5.04,2005-10-05
37.72531,-97.79759,2005,10,6,0.03,12.85,6.28,2005-10-06
37.72531,-97.79759,2005,10,7,0,18.97,2.4,2005-10-07
37.72531,-97.79759,2005,10,8,0,19.26,2.22,2005-10-08
37.72531,-97.79759,2005,10,9,0.01,16.06,3.86,2005-10-09
37.72531,-97.79759,2005,10,10,5.97,5,1.63,2005-10-10
37.72531,-97.79759,2005,10,11,1.81,8.03,3.78,2005-10-11
37.72531,-97.79759,2005,10,12,0.02,17.71,4.4,2005-10-12
37.72531,-97.79759,2005,10,13,0.05,17.71,3.37,2005-10-13
37.72531,-97.79759,2005,10,14,0.02,18.29,3.32,2005-10-14
37.72531,-97.79759,2005,10,15,0.02,17.46,3.08,2005-10-15
37.72531,-97.79759,2005,10,16,0.47,11.16,5.44,2005-10-16
37.72531,-97.79759,2005,10,17,0,17.39,3.16,2005-10-17
37.72531,-97.79759,2005,10,18,0,16.27,4.55,2005-10-18
37.72531,-97.79759,2005,10,19,16.12,5.18,6.2,2005-10-19
37.72531,-97.79759,2005,10,20,0.84,5.9,4.64,2005-10-20
37.72531,-97.79759,2005,10,21,0,13.86,3.23,2005-10-21
37.72531,-97.79759,2005,10,22,0.23,12.78,8.43,2005-10-22
37.72531,-97.79759,2005,10,23,0,14.98,5.84,2005-10-23
37.72531,-97.79759,2005,10,24,0,15.37,2.08,2005-10-24
37.72531,-97.79759,2005,10,25,0,15.08,3.32,2005-10-25
37.72531,-97.79759,2005,10,26,0,14.58,2.44,2005-10-26
37.72531,-97.79759,2005,10,27,0,14.54,2.34,2005-10-27
37.72531,-97.79759,2005,10,28,0,14.11,5.47,2005-10-28
37.72531,-97.79759,2005,10,29,0.33,12.17,4.83,2005-10-29
37.72531,-97.79759,2005,10,30,4.72,11.23,6.76,2005-10-30
37.72531,-97.79759,2005,10,31,10.72,10.84,7.59,2005-10-31
37.72531,-97.79759,2005,11,1,0,15.48,4.75,2005-11-01
37.72531,-97.79759,2005,11,2,0.02,14.94,7.22,2005-11-02
37.72531,-97.79759,2005,11,3,0,13.82,7.03,2005-11-03
37.72531,-97.79759,2005,11,4,0,14.58,3.79,2005-11-04
37.72531,-97.79759,2005,11,5,0,13.61,3.99,2005-11-05
37.72531,-97.79759,2005,11,6,0,13.97,5.36,2005-11-06
37.72531,-97.79759,2005,11,7,0,12.56,3.77,2005-11-07
37.72531,-97.79759,2005,11,8,0,12.53,5.04,2005-11-08
37.72531,-97.79759,2005,11,9,0,9.97,7.78,2005-11-09
37.72531,-97.79759,2005,11,10,0,11.95,5.24,2005-11-10
37.72531,-97.79759,2005,11,11,0,13.28,4.46,2005-11-11
37.72531,-97.79759,2005,11,12,0.04,12.64,6.66,2005-11-12
37.72531,-97.79759,2005,11,13,0,12.06,5.39,2005-11-13
37.72531,-97.79759,2005,11,14,0.11,9.97,2.76,2005-11-14
37.72531,-97.79759,2005,11,15,3.57,9.65,11.48,2005-11-15
37.72531,-97.79759,2005,11,16,0,13.18,4.37,2005-11-16
37.72531,-97.79759,2005,11,17,0,11.74,4.61,2005-11-17
37.72531,-97.79759,2005,11,18,0,12.85,4.21,2005-11-18
37.72531,-97.79759,2005,11,19,0.08,6.55,4.91,2005-11-19
37.72531,-97.79759,2005,11,20,0.01,6.8,3.46,2005-11-20
37.72531,-97.79759,2005,11,21,0,12.38,3.86,2005-11-21
37.72531,-97.79759,2005,11,22,0,10.44,3.49,2005-11-22
37.72531,-97.79759,2005,11,23,0,11.77,3.92,2005-11-23
37.72531,-97.79759,2005,11,24,0,7.81,3.23,2005-11-24
37.72531,-97.79759,2005,11,25,0,10.44,4.85,2005-11-25
37.72531,-97.79759,2005,11,26,0,11.45,7.72,2005-11-26
37.72531,-97.79759,2005,11,27,6.38,4.5,5.13,2005-11-27
37.72531,-97.79759,2005,11,28,1.28,4.36,3.58,2005-11-28
37.72531,-97.79759,2005,11,29,0,10.51,9.8,2005-11-29
37.72531,-97.79759,2005,11,30,0.01,8.24,9.35,2005-11-30
37.72531,-97.79759,2005,12,1,0,12.02,7.29,2005-12-01
37.72531,-97.79759,2005,12,2,0,8.96,4.9,2005-12-02
37.72531,-97.79759,2005,12,3,0,6.48,5.24,2005-12-03
37.72531,-97.79759,2005,12,4,0,8.57,2.37,2005-12-04
37.72531,-97.79759,2005,12,5,0,9.65,4.01,2005-12-05
37.72531,-97.79759,2005,12,6,0.07,9.47,3.62,2005-12-06
37.72531,-97.79759,2005,12,7,1.76,3.74,1.76,2005-12-07
37.72531,-97.79759,2005,12,8,0.01,6.84,4.3,2005-12-08
37.72531,-97.79759,2005,12,9,0.01,6.37,3.34,2005-12-09
37.72531,-97.79759,2005,12,10,0.03,10.69,6.27,2005-12-10
37.72531,-97.79759,2005,12,11,0.1,11.23,1.93,2005-12-11
37.72531,-97.79759,2005,12,12,0,11.23,4.9,2005-12-12
37.72531,-97.79759,2005,12,13,0.53,2.74,6.52,2005-12-13
37.72531,-97.79759,2005,12,14,0,10.19,4.93,2005-12-14
37.72531,-97.79759,2005,12,15,0,9.79,8.09,2005-12-15
37.72531,-97.79759,2005,12,16,0.48,9.04,4.29,2005-12-16
37.72531,-97.79759,2005,12,17,5.61,2.74,1.77,2005-12-17
37.72531,-97.79759,2005,12,18,0.19,2.63,2.89,2005-12-18
37.72531,-97.79759,2005,12,19,0.03,3.2,2.21,2005-12-19
37.72531,-97.79759,2005,12,20,0.01,7.49,2.24,2005-12-20
37.72531,-97.79759,2005,12,21,0.01,6.8,1.94,2005-12-21
37.72531,-97.79759,2005,12,22,0.57,9.22,2.65,2005-12-22
37.72531,-97.79759,2005,12,23,0.02,3.74,5.19,2005-12-23
37.72531,-97.79759,2005,12,24,0.15,9.47,6.05,2005-12-24
37.72531,-97.79759,2005,12,25,0,10.76,4.14,2005-12-25
37.72531,-97.79759,2005,12,26,0,10.37,2.47,2005-12-26
37.72531,-97.79759,2005,12,27,0,10.48,7.21,2005-12-27
37.72531,-97.79759,2005,12,28,0,9.79,4.28,2005-12-28
37.72531,-97.79759,2005,12,29,0,8.17,8.35,2005-12-29
37.72531,-97.79759,2005,12,30,0,10.8,6.16,2005-12-30
37.72531,-97.79759,2005,12,31,0,9.76,4.29,2005-12-31
37.72531,-97.79759,2006,1,1,0,10.12,7.41,2006-01-01
37.72531,-97.79759,2006,1,2,0,10.76,9.33,2006-01-02
37.72531,-97.79759,2006,1,3,0,9.43,4.69,2006-01-03
37.72531,-97.79759,2006,1,4,0,10.15,6.04,2006-01-04
37.72531,-97.79759,2006,1,5,0,11.16,5.48,2006-01-05
37.72531,-97.79759,2006,1,6,0,10.62,4.63,2006-01-06
37.72531,-97.79759,2006,1,7,0,8.96,4.83,2006-01-07
37.72531,-97.79759,2006,1,8,0,10.87,6.12,2006-01-08
37.72531,-97.79759,2006,1,9,2.5,2.66,4.51,2006-01-09
37.72531,-97.79759,2006,1,10,0.62,9.22,2.53,2006-01-10
37.72531,-97.79759,2006,1,11,0.01,11.48,2.52,2006-01-11
37.72531,-97.79759,2006,1,12,1.08,11.48,9.6,2006-01-12
37.72531,-97.79759,2006,1,13,0,11.81,7.05,2006-01-13
37.72531,-97.79759,2006,1,14,0,10.91,5.21,2006-01-14
37.72531,-97.79759,2006,1,15,0,9.72,4.81,2006-01-15
37.72531,-97.79759,2006,1,16,0,8.64,5.8,2006-01-16
37.72531,-97.79759,2006,1,17,0,12.13,5.68,2006-01-17
37.72531,-97.79759,2006,1,18,0,9.79,4.05,2006-01-18
37.72531,-97.79759,2006,1,19,0.01,7.16,3.63,2006-01-19
37.72531,-97.79759,2006,1,20,0.43,3.31,6.37,2006-01-20
37.72531,-97.79759,2006,1,21,0,11.34,4.26,2006-01-21
37.72531,-97.79759,2006,1,22,0.02,11.41,2.79,2006-01-22
37.72531,-97.79759,2006,1,23,0,12.42,5.22,2006-01-23
37.72531,-97.79759,2006,1,24,0,13.18,3.18,2006-01-24
37.72531,-97.79759,2006,1,25,0,12.78,4.37,2006-01-25
37.72531,-97.79759,2006,1,26,0.26,7.16,5.46,2006-01-26
37.72531,-97.79759,2006,1,27,0.33,11.77,3.03,2006-01-27
37.72531,-97.79759,2006,1,28,0.68,11.95,2.22,2006-01-28
37.72531,-97.79759,2006,1,29,0,11.16,4.1,2006-01-29
37.72531,-97.79759,2006,1,30,0,12.67,6.39,2006-01-30
37.72531,-97.79759,2006,1,31,0,13.86,9.69,2006-01-31
37.72531,-97.79759,2006,2,1,0,13.93,5.17,2006-02-01
37.72531,-97.79759,2006,2,2,0,10.84,7.09,2006-02-02
37.72531,-97.79759,2006,2,3,0,14.65,4.06,2006-02-03
37.72531,-97.79759,2006,2,4,0,13.57,4.35,2006-02-04
37.72531,-97.79759,2006,2,5,0,12.46,6.74,2006-02-05
37.72531,-97.79759,2006,2,6,0,11.45,3.08,2006-02-06
37.72531,-97.79759,2006,2,7,0,11.38,3.08,2006-02-07
37.72531,-97.79759,2006,2,8,0,13.57,5.49,2006-02-08
37.72531,-97.79759,2006,2,9,0,13.97,8.06,2006-02-09
37.72531,-97.79759,2006,2,10,0,13.9,5.63,2006-02-10
37.72531,-97.79759,2006,2,11,0,9.97,9.82,2006-02-11
37.72531,-97.79759,2006,2,12,0,15.19,12.24,2006-02-12
37.72531,-97.79759,2006,2,13,0,15.88,5.05,2006-02-13
