LAT,LON,YEAR,MO,DY,PRECTOT,ALLSKY_SFC_SW_DWN,Date
37.72531,-97.79759,2005,3,3,0,18.97,2005-03-03
37.72531,-97.79759,2005,3,4,0,19.26,2005-03-04
37.72531,-97.79759,2005,3,5,0,18.14,2005-03-05
37.72531,-97.79759,2005,3,6,0.03,15.16,2005-03-06
37.72531,-97.79759,2005,3,7,0.21,10.87,2005-03-07
37.72531,-97.79759,2005,3,8,0.03,14,2005-03-08
37.72531,-97.79759,2005,3,9,0.01,13.18,2005-03-09
37.72531,-97.79759,2005,3,10,0.02,17.64,2005-03-10
37.72531,-97.79759,2005,3,11,0,18.76,2005-03-11
37.72531,-97.79759,2005,3,12,0,20.92,2005-03-12
37.72531,-97.79759,2005,3,13,0,15.8,2005-03-13
37.72531,-97.79759,2005,3,14,0,15.41,2005-03-14
37.72531,-97.79759,2005,3,15,0.23,8.96,2005-03-15
37.72531,-97.79759,2005,3,16,0.01,20.81,2005-03-16
37.72531,-97.79759,2005,3,17,0,21.2,2005-03-17
37.72531,-97.79759,2005,3,18,0.18,20.02,2005-03-18
37.72531,-97.79759,2005,3,19,0.01,20.12,2005-03-19
37.72531,-97.79759,2005,3,20,4.53,16.92,2005-03-20
37.72531,-97.79759,2005,3,21,23.51,4.21,2005-03-21
37.72531,-97.79759,2005,3,22,12.22,4.25,2005-03-22
37.72531,-97.79759,2005,3,23,0.04,8.24,2005-03-23
37.72531,-97.79759,2005,3,24,0.29,8.89,2005-03-24
37.72531,-97.79759,2005,3,25,0.04,6.37,2005-03-25
37.72531,-97.79759,2005,3,26,0.01,6.41,2005-03-26
37.72531,-97.79759,2005,3,27,0,24.52,2005-03-27
37.72531,-97.79759,2005,3,28,0,21.85,2005-03-28
37.72531,-97.79759,2005,3,29,0.45,14.72,2005-03-29
37.72531,-97.79759,2005,3,30,0.05,16.7,2005-03-30
37.72531,-97.79759,2005,3,31,0.26,8.42,2005-03-31
37.72531,-97.79759,2005,4,1,0,22.75,2005-04-01
37.72531,-97.79759,2005,4,2,0,25.56,2005-04-02
37.72531,-97.79759,2005,4,3,0,21.56,2005-04-03
37.72531,-97.79759,2005,4,4,0,25.92,2005-04-04
37.72531,-97.79759,2005,4,5,2.58,21.64,2005-04-05
37.72531,-97.79759,2005,4,6,9.42,5.33,2005-04-06
37.72531,-97.79759,2005,4,7,0,26.17,2005-04-07
37.72531,-97.79759,2005,4,8,0.01,13.5,2005-04-08
37.72531,-97.79759,2005,4,9,0.41,25.56,2005-04-09
37.72531,-97.79759,2005,4,10,8.61,7.85,2005-04-10
37.72531,-97.79759,2005,4,11,2.83,13.79,2005-04-11
37.72531,-97.79759,2005,4,12,0.09,24.77,2005-04-12
37.72531,-97.79759,2005,4,13,0,11.77,2005-04-13
37.72531,-97.79759,2005,4,14,0.02,24.73,2005-04-14
37.72531,-97.79759,2005,4,15,0.03,22.79,2005-04-15
37.72531,-97.79759,2005,4,16,0,21.24,2005-04-16
37.72531,-97.79759,2005,4,17,0.9,23.22,2005-04-17
37.72531,-97.79759,2005,4,18,0.16,18.29,2005-04-18
37.72531,-97.79759,2005,4,19,0,15.84,2005-04-19
37.72531,-97.79759,2005,4,20,7.35,24.48,2005-04-20
37.72531,-97.79759,2005,4,21,0.01,25.52,2005-04-21
37.72531,-97.79759,2005,4,22,0.02,25.38,2005-04-22
37.72531,-97.79759,2005,4,23,0,29.09,2005-04-23
37.72531,-97.79759,2005,4,24,2.43,22.68,2005-04-24
37.72531,-97.79759,2005,4,25,3.53,5.72,2005-04-25
37.72531,-97.79759,2005,4,26,0,25.74,2005-04-26
37.72531,-97.79759,2005,4,27,4.08,26.35,2005-04-27
37.72531,-97.79759,2005,4,28,0.61,12.2,2005-04-28
37.72531,-97.79759,2005,4,29,0.56,6.23,2005-04-29
37.72531,-97.79759,2005,4,30,0.06,29.7,2005-04-30
37.72531,-97.79759,2005,5,1,0.3,11.95,2005-05-01
37.72531,-97.79759,2005,5,2,0,26.21,2005-05-02
37.72531,-97.79759,2005,5,3,0.09,19.66,2005-05-03
37.72531,-97.79759,2005,5,4,0,22.61,2005-05-04
37.72531,-97.79759,2005,5,5,0,9.4,2005-05-05
37.72531,-97.79759,2005,5,6,0.04,24.19,2005-05-06
37.72531,-97.79759,2005,5,7,0.3,16.52,2005-05-07
37.72531,-97.79759,2005,5,8,5.19,22.03,2005-05-08
37.72531,-97.79759,2005,5,9,0.12,28.62,2005-05-09
37.72531,-97.79759,2005,5,10,0,27.79,2005-05-10
37.72531,-97.79759,2005,5,11,0.07,19.73,2005-05-11
37.72531,-97.79759,2005,5,12,23.09,9.54,2005-05-12
37.72531,-97.79759,2005,5,13,11.33,6.44,2005-05-13
37.72531,-97.79759,2005,5,14,0.04,29.52,2005-05-14
37.72531,-97.79759,2005,5,15,0.17,25.52,2005-05-15
37.72531,-97.79759,2005,5,16,0.1,26.5,2005-05-16
37.72531,-97.79759,2005,5,17,0.01,25.34,2005-05-17
37.72531,-97.79759,2005,5,18,1.42,19.44,2005-05-18
37.72531,-97.79759,2005,5,19,0.02,29.95,2005-05-19
37.72531,-97.79759,2005,5,20,0,29.2,2005-05-20
37.72531,-97.79759,2005,5,21,0.03,28.94,2005-05-21
37.72531,-97.79759,2005,5,22,1.21,27,2005-05-22
37.72531,-97.79759,2005,5,23,14.4,26.1,2005-05-23
37.72531,-97.79759,2005,5,24,3.44,23.26,2005-05-24
37.72531,-97.79759,2005,5,25,2.27,24.8,2005-05-25
37.72531,-97.79759,2005,5,26,0.28,25.49,2005-05-26
37.72531,-97.79759,2005,5,27,0.12,17.1,2005-05-27
37.72531,-97.79759,2005,5,28,0.02,29.38,2005-05-28
37.72531,-97.79759,2005,5,29,2.16,23.83,2005-05-29
37.72531,-97.79759,2005,5,30,0.42,23.15,2005-05-30
37.72531,-97.79759,2005,5,31,14.73,5.98,2005-05-31
37.72531,-97.79759,2005,6,1,0.06,25.34,2005-06-01
37.72531,-97.79759,2005,6,2,2.03,17.64,2005-06-02
37.72531,-97.79759,2005,6,3,30.23,8.86,2005-06-03
37.72531,-97.79759,2005,6,4,1.5,20.84,2005-06-04
37.72531,-97.79759,2005,6,5,0.13,30.67,2005-06-05
37.72531,-97.79759,2005,6,6,0.46,29.45,2005-06-06
37.72531,-97.79759,2005,6,7,0.05,24.19,2005-06-07
37.72531,-97.79759,2005,6,8,19.17,25.45,2005-06-08
37.72531,-97.79759,2005,6,9,6.78,25.52,2005-06-09
37.72531,-97.79759,2005,6,10,34.1,10.91,2005-06-10
37.72531,-97.79759,2005,6,11,18.23,24.8,2005-06-11
37.72531,-97.79759,2005,6,12,31.05,3.96,2005-06-12
37.72531,-97.79759,2005,6,13,5.2,28.19,2005-06-13
37.72531,-97.79759,2005,6,14,0,31.43,2005-06-14
37.72531,-97.79759,2005,6,15,12.04,26.96,2005-06-15
37.72531,-97.79759,2005,6,16,12.52,27.43,2005-06-16
37.72531,-97.79759,2005,6,17,1.62,29.59,2005-06-17
37.72531,-97.79759,2005,6,18,0,28.66,2005-06-18
37.72531,-97.79759,2005,6,19,0,28.01,2005-06-19
37.72531,-97.79759,2005,6,20,0.05,28.91,2005-06-20
37.72531,-97.79759,2005,6,21,0.63,23.36,2005-06-21
37.72531,-97.79759,2005,6,22,0.06,28.51,2005-06-22
37.72531,-97.79759,2005,6,23,0,27.79,2005-06-23
37.72531,-97.79759,2005,6,24,0,26.78,2005-06-24
37.72531,-97.79759,2005,6,25,0,26.06,2005-06-25
37.72531,-97.79759,2005,6,26,0.02,25.88,2005-06-26
37.72531,-97.79759,2005,6,27,0.1,27.5,2005-06-27
37.72531,-97.79759,2005,6,28,0.17,27.22,2005-06-28
37.72531,-97.79759,2005,6,29,0.13,26.1,2005-06-29
37.72531,-97.79759,2005,6,30,3.01,20.92,2005-06-30
37.72531,-97.79759,2005,7,1,1.61,29.2,2005-07-01
37.72531,-97.79759,2005,7,2,2.02,27.29,2005-07-02
37.72531,-97.79759,2005,7,3,45.79,21.42,2005-07-03
37.72531,-97.79759,2005,7,4,19.11,29.16,2005-07-04
37.72531,-97.79759,2005,7,5,2.41,23.15,2005-07-05
37.72531,-97.79759,2005,7,6,0,22.57,2005-07-06
37.72531,-97.79759,2005,7,7,0.05,24.7,2005-07-07
37.72531,-97.79759,2005,7,8,0.02,26.57,2005-07-08
37.72531,-97.79759,2005,7,9,0,25.67,2005-07-09
37.72531,-97.79759,2005,7,10,0,26.35,2005-07-10
37.72531,-97.79759,2005,7,11,0.02,23.44,2005-07-11
37.72531,-97.79759,2005,7,12,8.67,14.72,2005-07-12
37.72531,-97.79759,2005,7,13,0.92,21.24,2005-07-13
37.72531,-97.79759,2005,7,14,0,24.7,2005-07-14
37.72531,-97.79759,2005,7,15,0,24.34,2005-07-15
37.72531,-97.79759,2005,7,16,0,24.8,2005-07-16
37.72531,-97.79759,2005,7,17,1.54,28.19,2005-07-17
37.72531,-97.79759,2005,7,18,7.93,13.54,2005-07-18
37.72531,-97.79759,2005,7,19,1.36,23.72,2005-07-19
37.72531,-97.79759,2005,7,20,0,28.58,2005-07-20
37.72531,-97.79759,2005,7,21,0,28.69,2005-07-21
37.72531,-97.79759,2005,7,22,0,27.86,2005-07-22
37.72531,-97.79759,2005,7,23,0,28.66,2005-07-23
37.72531,-97.79759,2005,7,24,0.02,28.15,2005-07-24
37.72531,-97.79759,2005,7,25,1.24,27,2005-07-25
37.72531,-97.79759,2005,7,26,4.17,3.13,2005-07-26
37.72531,-97.79759,2005,7,27,0,28.8,2005-07-27
37.72531,-97.79759,2005,7,28,0.1,29.38,2005-07-28
37.72531,-97.79759,2005,7,29,0,29.56,2005-07-29
37.72531,-97.79759,2005,7,30,0,28.01,2005-07-30
37.72531,-97.79759,2005,7,31,0,27.29,2005-07-31
37.72531,-97.79759,2005,8,1,0,27.65,2005-08-01
37.72531,-97.79759,2005,8,2,0,27.11,2005-08-02
37.72531,-97.79759,2005,8,3,0,26.17,2005-08-03
37.72531,-97.79759,2005,8,4,9.11,19.01,2005-08-04
37.72531,-97.79759,2005,8,5,0.2,21.35,2005-08-05
37.72531,-97.79759,2005,8,6,0.01,24.48,2005-08-06
37.72531,-97.79759,2005,8,7,2.73,20.7,2005-08-07
37.72531,-97.79759,2005,8,8,0.01,25.81,2005-08-08
37.72531,-97.79759,2005,8,9,0.03,26.39,2005-08-09
37.72531,-97.79759,2005,8,10,0,23.08,2005-08-10
37.72531,-97.79759,2005,8,11,0.18,20.3,2005-08-11
37.72531,-97.79759,2005,8,12,21.42,19.8,2005-08-12
37.72531,-97.79759,2005,8,13,17.41,10.76,2005-08-13
37.72531,-97.79759,2005,8,14,2.93,5.04,2005-08-14
37.72531,-97.79759,2005,8,15,1.99,7.81,2005-08-15
37.72531,-97.79759,2005,8,16,0.76,12.28,2005-08-16
37.72531,-97.79759,2005,8,17,4.95,16.06,2005-08-17
37.72531,-97.79759,2005,8,18,0.74,25.85,2005-08-18
37.72531,-97.79759,2005,8,19,11.12,24.62,2005-08-19
37.72531,-97.79759,2005,8,20,8.29,8.17,2005-08-20
37.72531,-97.79759,2005,8,21,5.45,7.99,2005-08-21
37.72531,-97.79759,2005,8,22,21.35,11.7,2005-08-22
37.72531,-97.79759,2005,8,23,19.05,19.76,2005-08-23
37.72531,-97.79759,2005,8,24,18.31,13.61,2005-08-24
37.72531,-97.79759,2005,8,25,10.65,18.86,2005-08-25
37.72531,-97.79759,2005,8,26,0.46,23.72,2005-08-26
37.72531,-97.79759,2005,8,27,1.81,21.56,2005-08-27
37.72531,-97.79759,2005,8,28,9.72,17.64,2005-08-28
37.72531,-97.79759,2005,8,29,0.06,24.52,2005-08-29
37.72531,-97.79759,2005,8,30,0,24.66,2005-08-30
37.72531,-97.79759,2005,8,31,0.09,23.76,2005-08-31
37.72531,-97.79759,2005,9,1,0.44,22.39,2005-09-01
37.72531,-97.79759,2005,9,2,0.13,19.73,2005-09-02
37.72531,-97.79759,2005,9,3,0.08,22.97,2005-09-03
37.72531,-97.79759,2005,9,4,0.01,21.92,2005-09-04
37.72531,-97.79759,2005,9,5,0,23.51,2005-09-05
37.72531,-97.79759,2005,9,6,1.71,12.13,2005-09-06
37.72531,-97.79759,2005,9,7,0.62,9.86,2005-09-07
37.72531,-97.79759,2005,9,8,0.06,22.43,2005-09-08
37.72531,-97.79759,2005,9,9,0,23.18,2005-09-09
37.72531,-97.79759,2005,9,10,0,22.14,2005-09-10
37.72531,-97.79759,2005,9,11,0.34,11.45,2005-09-11
37.72531,-97.79759,2005,9,12,0.64,18.68,2005-09-12
37.72531,-97.79759,2005,9,13,1.88,19.66,2005-09-13
37.72531,-97.79759,2005,9,14,13.49,14.76,2005-09-14
37.72531,-97.79759,2005,9,15,2.22,16.42,2005-09-15
37.72531,-97.79759,2005,9,16,0,23.11,2005-09-16
37.72531,-97.79759,2005,9,17,0.05,16.78,2005-09-17
37.72531,-97.79759,2005,9,18,0.04,20.99,2005-09-18
37.72531,-97.79759,2005,9,19,0.01,17.75,2005-09-19
37.72531,-97.79759,2005,9,20,0,20.95,2005-09-20
37.72531,-97.79759,2005,9,21,0,18.11,2005-09-21
37.72531,-97.79759,2005,9,22,0,19.94,2005-09-22
37.72531,-97.79759,2005,9,23,0.05,17.14,2005-09-23
37.72531,-97.79759,2005,9,24,0,17.39,2005-09-24
37.72531,-97.79759,2005,9,25,0,19.66,2005-09-25
37.72531,-97.79759,2005,9,26,0,19.08,2005-09-26
37.72531,-97.79759,2005,9,27,0,19.98,2005-09-27
37.72531,-97.79759,2005,9,28,0.47,10.33,2005-09-28
37.72531,-97.79759,2005,9,29,0,17.32,2005-09-29
37.72531,-97.79759,2005,9,30,1.52,16.42,2005-09-30
37.72531,-97.79759,2005,10,1,7.95,8.1,2005-10-01
37.72531,-97.79759,2005,10,2,0.09,15.91,2005-10-02
37.72531,-97.79759,2005,10,3,0.03,16.56,2005-10-03
37.72531,-97.79759,2005,10,4,0.09,16.24,2005-10-04
37.72531,-97.79759,2005,10,5,2.23,3.64,2005-10-05
37.72531,-97.79759,2005,10,6,0.03,12.85,2005-10-06
37.72531,-97.79759,2005,10,7,0,18.97,2005-10-07
37.72531,-97.79759,2005,10,8,0,19.26,2005-10-08
37.72531,-97.79759,2005,10,9,0.01,16.06,2005-10-09
37.72531,-97.79759,2005,10,10,5.97,5,2005-10-10
37.72531,-97.79759,2005,10,11,1.81,8.03,2005-10-11
37.72531,-97.79759,2005,10,12,0.02,17.71,2005-10-12
37.72531,-97.79759,2005,10,13,0.05,17.71,2005-10-13
37.72531,-97.79759,2005,10,14,0.02,18.29,2005-10-14
37.72531,-97.79759,2005,10,15,0.02,17.46,2005-10-15
37.72531,-97.79759,2005,10,16,0.47,11.16,2005-10-16
37.72531,-97.79759,2005,10,17,0,17.39,2005-10-17
37.72531,-97.79759,2005,10,18,0,16.27,2005-10-18
37.72531,-97.79759,2005,10,19,16.12,5.18,2005-10-19
37.72531,-97.79759,2005,10,20,0.84,5.9,2005-10-20
37.72531,-97.79759,2005,10,21,0,13.86,2005-10-21
37.72531,-97.79759,2005,10,22,0.23,12.78,2005-10-22
37.72531,-97.79759,2005,10,23,0,14.98,2005-10-23
37.72531,-97.79759,2005,10,24,0,15.37,2005-10-24
37.72531,-97.79759,2005,10,25,0,15.08,2005-10-25
37.72531,-97.79759,2005,10,26,0,14.58,2005-10-26
37.72531,-97.79759,2005,10,27,0,14.54,2005-10-27
37.72531,-97.79759,2005,10,28,0,14.11,2005-10-28
37.72531,-97.79759,2005,10,29,0.33,12.17,2005-10-29
37.72531,-97.79759,2005,10,30,4.72,11.23,2005-10-30
37.72531,-97.79759,2005,10,31,10.72,10.84,2005-10-31
37.72531,-97.79759,2005,11,1,0,15.48,2005-11-01
37.72531,-97.79759,2005,11,2,0.02,14.94,2005-11-02
37.72531,-97.79759,2005,11,3,0,13.82,2005-11-03
37.72531,-97.79759,2005,11,4,0,14.58,2005-11-04
37.72531,-97.79759,2005,11,5,0,13.61,2005-11-05
37.72531,-97.79759,2005,11,6,0,13.97,2005-11-06
37.72531,-97.79759,2005,11,7,0,12.56,2005-11-07
37.72531,-97.79759,2005,11,8,0,12.53,2005-11-08
37.72531,-97.79759,2005,11,9,0,9.97,2005-11-09
37.72531,-97.79759,2005,11,10,0,11.95,2005-11-10
37.72531,-97.79759,2005,11,11,0,13.28,2005-11-11
37.72531,-97.79759,2005,11,12,0.04,12.64,2005-11-12
37.72531,-97.79759,2005,11,13,0,12.06,2005-11-13
37.72531,-97.79759,2005,11,14,0.11,9.97,2005-11-14
37.72531,-97.79759,2005,11,15,3.57,9.65,2005-11-15
37.72531,-97.79759,2005,11,16,0,13.18,2005-11-16
37.72531,-97.79759,2005,11,17,0,11.74,2005-11-17
37.72531,-97.79759,2005,11,18,0,12.85,2005-11-18
37.72531,-97.79759,2005,11,19,0.08,6.55,2005-11-19
37.72531,-97.79759,2005,11,20,0.01,6.8,2005-11-20
37.72531,-97.79759,2005,11,21,0,12.38,2005-11-21
37.72531,-97.79759,2005,11,22,0,10.44,2005-11-22
37.72531,-97.79759,2005,11,23,0,11.77,2005-11-23
37.72531,-97.79759,2005,11,24,0,7.81,2005-11-24
37.72531,-97.79759,2005,11,25,0,10.44,2005-11-25
37.72531,-97.79759,2005,11,26,0,11.45,2005-11-26
37.72531,-97.79759,2005,11,27,6.38,4.5,2005-11-27
37.72531,-97.79759,2005,11,28,1.28,4.36,2005-11-28
37.72531,-97.79759,2005,11,29,0,10.51,2005-11-29
37.72531,-97.79759,2005,11,30,0.01,8.24,2005-11-30
37.72531,-97.79759,2005,12,1,0,12.02,2005-12-01
37.72531,-97.79759,2005,12,2,0,8.96,2005-12-02
37.72531,-97.79759,2005,12,3,0,6.48,2005-12-03
37.72531,-97.79759,2005,12,4,0,8.57,2005-12-04
37.72531,-97.79759,2005,12,5,0,9.65,2005-12-05
37.72531,-97.79759,2005,12,6,0.07,9.47,2005-12-06
37.72531,-97.79759,2005,12,7,1.76,3.74,2005-12-07
37.72531,-97.79759,2005,12,8,0.01,6.84,2005-12-08
37.72531,-97.79759,2005,12,9,0.01,6.37,2005-12-09
37.72531,-97.79759,2005,12,10,0.03,10.69,2005-12-10
37.72531,-97.79759,2005,12,11,0.1,11.23,2005-12-11
37.72531,-97.79759,2005,12,12,0,11.23,2005-12-12
37.72531,-97.79759,2005,12,13,0.53,2.74,2005-12-13
37.72531,-97.79759,2005,12,14,0,10.19,2005-12-14
37.72531,-97.79759,2005,12,15,0,9.79,2005-12-15
37.72531,-97.79759,2005,12,16,0.48,9.04,2005-12-16
37.72531,-97.79759,2005,12,17,5.61,2.74,2005-12-17
37.72531,-97.79759,2005,12,18,0.19,2.63,2005-12-18
37.72531,-97.79759,2005,12,19,0.03,3.2,2005-12-19
37.72531,-97.79759,2005,12,20,0.01,7.49,2005-12-20
37.72531,-97.79759,2005,12,21,0.01,6.8,2005-12-21
37.72531,-97.79759,2005,12,22,0.57,9.22,2005-12-22
37.72531,-97.79759,2005,12,23,0.02,3.74,2005-12-23
37.72531,-97.79759,2005,12,24,0.15,9.47,2005-12-24
37.72531,-97.79759,2005,12,25,0,10.76,2005-12-25
37.72531,-97.79759,2005,12,26,0,10.37,2005-12-26
37.72531,-97.79759,2005,12,27,0,10.48,2005-12-27
37.72531,-97.79759,2005,12,28,0,9.79,2005-12-28
37.72531,-97.79759,2005,12,29,0,8.17,2005-12-29
37.72531,-97.79759,2005,12,30,0,10.8,2005-12-30
37.72531,-97.79759,2005,12,31,0,9.76,2005-12-31
37.72531,-97.79759,2006,1,1,0,10.12,2006-01-01
37.72531,-97.79759,2006,1,2,0,10.76,2006-01-02
37.72531,-97.79759,2006,1,3,0,9.43,2006-01-03
37.72531,-97.79759,2006,1,4,0,10.15,2006-01-04
37.72531,-97.79759,2006,1,5,0,11.16,2006-01-05
37.72531,-97.79759,2006,1,6,0,10.62,2006-01-06
37.72531,-97.79759,2006,1,7,0,8.96,2006-01-07
37.72531,-97.79759,2006,1,8,0,10.87,2006-01-08
37.72531,-97.79759,2006,1,9,2.5,2.66,2006-01-09
37.72531,-97.79759,2006,1,10,0.62,9.22,2006-01-10
37.72531,-97.79759,2006,1,11,0.01,11.48,2006-01-11
37.72531,-97.79759,2006,1,12,1.08,11.48,2006-01-12
37.72531,-97.79759,2006,1,13,0,11.81,2006-01-13
37.72531,-97.79759,2006,1,14,0,10.91,2006-01-14
37.72531,-97.79759,2006,1,15,0,9.72,2006-01-15
37.72531,-97.79759,2006,1,16,0,8.64,2006-01-16
37.72531,-97.79759,2006,1,17,0,12.13,2006-01-17
37.72531,-97.79759,2006,1,18,0,9.79,2006-01-18
37.72531,-97.79759,2006,1,19,0.01,7.16,2006-01-19
37.72531,-97.79759,2006,1,20,0.43,3.31,2006-01-20
37.72531,-97.79759,2006,1,21,0,11.34,2006-01-21
37.72531,-97.79759,2006,1,22,0.02,11.41,2006-01-22
37.72531,-97.79759,2006,1,23,0,12.42,2006-01-23
37.72531,-97.79759,2006,1,24,0,13.18,2006-01-24
37.72531,-97.79759,2006,1,25,0,12.78,2006-01-25
37.72531,-97.79759,2006,1,26,0.26,7.16,2006-01-26
37.72531,-97.79759,2006,1,27,0.33,11.77,2006-01-27
37.72531,-97.79759,2006,1,28,0.68,11.95,2006-01-28
37.72531,-97.79759,2006,1,29,0,11.16,2006-01-29
37.72531,-97.79759,2006,1,30,0,12.67,2006-01-30
37.72531,-97.79759,2006,1,31,0,13.86,2006-01-31
37.72531,-97.79759,2006,2,1,0,13.93,2006-02-01
37.72531,-97.79759,2006,2,2,0,10.84,2006-02-02
37.72531,-97.79759,2006,2,3,0,14.65,2006-02-03
37.72531,-97.79759,2006,2,4,0,13.57,2006-02-04
37.72531,-97.79759,2006,2,5,0,12.46,2006-02-05
37.72531,-97.79759,2006,2,6,0,11.45,2006-02-06
37.72531,-97.79759,2006,2,7,0,11.38,2006-02-07
37.72531,-97.79759,2006,2,8,0,13.57,2006-02-08
37.72531,-97.79759,2006,2,9,0,13.97,2006-02-09
37.72531,-97.79759,2006,2,10,0,13.9,2006-02-10
37.72531,-97.79759,2006,2,11,0,9.97,2006-02-11
37.72531,-97.79759,2006,2,12,0,15.19,2006-02-12
37.72531,-97.79759,2006,2,13,0,15.88,2006-02-13
37.72531,-97.79759,2006,2,14,0,15.73,2006-02-14
37.72531,-97.79759,2006,2,15,0,13.57,2006-02-15
37.72531,-97.79759,2006,2,16,0.09,9.4,2006-02-16
37.72531,-97.79759,2006,2,17,0,9.86,2006-02-17
37.72531,-97.79759,2006,2,18,0,11.7,2006-02-18
37.72531,-97.79759,2006,2,19,0,5.11,2006-02-19
37.72531,-97.79759,2006,2,20,0,14.29,2006-02-20
37.72531,-97.79759,2006,2,21,0,15.16,2006-02-21
37.72531,-97.79759,2006,2,22,0,17.5,2006-02-22
37.72531,-97.79759,2006,2,23,0,14.62,2006-02-23
37.72531,-97.79759,2006,2,24,0.21,17.39,2006-02-24
37.72531,-97.79759,2006,2,25,0,17.42,2006-02-25
37.72531,-97.79759,2006,2,26,0,18.47,2006-02-26
37.72531,-97.79759,2006,2,27,0,14.94,2006-02-27
37.72531,-97.79759,2006,2,28,0,15.95,2006-02-28
37.72531,-97.79759,2006,3,1,0,14.15,2006-03-01
37.72531,-97.79759,2006,3,2,0,10.76,2006-03-02
37.72531,-97.79759,2006,3,3,0.26,13.75,2006-03-03
37.72531,-97.79759,2006,3,4,2.23,10.19,2006-03-04
37.72531,-97.79759,2006,3,5,0,15.95,2006-03-05
37.72531,-97.79759,2006,3,6,0,15.66,2006-03-06
37.72531,-97.79759,2006,3,7,0.38,6.23,2006-03-07
37.72531,-97.79759,2006,3,8,0.46,12.89,2006-03-08
37.72531,-97.79759,2006,3,9,4.88,8.96,2006-03-09
37.72531,-97.79759,2006,3,10,0.01,8.21,2006-03-10
37.72531,-97.79759,2006,3,11,0.28,18.72,2006-03-11
37.72531,-97.79759,2006,3,12,0.21,16.78,2006-03-12
37.72531,-97.79759,2006,3,13,0,18.04,2006-03-13
37.72531,-97.79759,2006,3,14,0,22.54,2006-03-14
37.72531,-97.79759,2006,3,15,0,9.86,2006-03-15
37.72531,-97.79759,2006,3,16,0,23,2006-03-16
37.72531,-97.79759,2006,3,17,0.34,16.09,2006-03-17
37.72531,-97.79759,2006,3,18,9.09,2.16,2006-03-18
37.72531,-97.79759,2006,3,19,8.34,1.55,2006-03-19
37.72531,-97.79759,2006,3,20,14.01,3.17,2006-03-20
37.72531,-97.79759,2006,3,21,0.19,6.26,2006-03-21
37.72531,-97.79759,2006,3,22,2.72,3.42,2006-03-22
37.72531,-97.79759,2006,3,23,0.53,18.76,2006-03-23
37.72531,-97.79759,2006,3,24,0.56,23.83,2006-03-24
37.72531,-97.79759,2006,3,25,0,22.14,2006-03-25
37.72531,-97.79759,2006,3,26,1.02,17.28,2006-03-26
37.72531,-97.79759,2006,3,27,0.01,23.72,2006-03-27
37.72531,-97.79759,2006,3,28,0,22.93,2006-03-28
37.72531,-97.79759,2006,3,29,0.02,13.1,2006-03-29
37.72531,-97.79759,2006,3,30,2.6,14.11,2006-03-30
37.72531,-97.79759,2006,3,31,0,23.72,2006-03-31
37.72531,-97.79759,2006,4,1,9.69,19.69,2006-04-01
37.72531,-97.79759,2006,4,2,0.22,23.18,2006-04-02
37.72531,-97.79759,2006,4,3,0.19,20.3,2006-04-03
37.72531,-97.79759,2006,4,4,0,17.39,2006-04-04
37.72531,-97.79759,2006,4,5,0,17.57,2006-04-05
37.72531,-97.79759,2006,4,6,0.85,19.15,2006-04-06
37.72531,-97.79759,2006,4,7,3.56,7.02,2006-04-07
37.72531,-97.79759,2006,4,8,0,24.44,2006-04-08
37.72531,-97.79759,2006,4,9,0,24.37,2006-04-09
37.72531,-97.79759,2006,4,10,0,22.36,2006-04-10
37.72531,-97.79759,2006,4,11,0,12.71,2006-04-11
37.72531,-97.79759,2006,4,12,0,24.08,2006-04-12
37.72531,-97.79759,2006,4,13,0.21,24.34,2006-04-13
37.72531,-97.79759,2006,4,14,0.34,15.73,2006-04-14
37.72531,-97.79759,2006,4,15,0,21.49,2006-04-15
37.72531,-97.79759,2006,4,16,0,25.38,2006-04-16
37.72531,-97.79759,2006,4,17,0,25.49,2006-04-17
37.72531,-97.79759,2006,4,18,0.05,25.38,2006-04-18
37.72531,-97.79759,2006,4,19,0,26.53,2006-04-19
37.72531,-97.79759,2006,4,20,0,24.48,2006-04-20
37.72531,-97.79759,2006,4,21,0,25.56,2006-04-21
37.72531,-97.79759,2006,4,22,0,24.44,2006-04-22
37.72531,-97.79759,2006,4,23,11.04,23.22,2006-04-23
37.72531,-97.79759,2006,4,24,8.95,13.21,2006-04-24
37.72531,-97.79759,2006,4,25,0.03,11.02,2006-04-25
37.72531,-97.79759,2006,4,26,0.04,25.2,2006-04-26
37.72531,-97.79759,2006,4,27,0.01,27.79,2006-04-27
37.72531,-97.79759,2006,4,28,26.75,2.56,2006-04-28
37.72531,-97.79759,2006,4,29,2.74,8.1,2006-04-29
37.72531,-97.79759,2006,4,30,0.36,21.85,2006-04-30
37.72531,-97.79759,2006,5,1,0.58,23.83,2006-05-01
37.72531,-97.79759,2006,5,2,0.76,20.88,2006-05-02
37.72531,-97.79759,2006,5,3,8.18,18.47,2006-05-03
37.72531,-97.79759,2006,5,4,9.74,7.34,2006-05-04
37.72531,-97.79759,2006,5,5,2.07,9.97,2006-05-05
37.72531,-97.79759,2006,5,6,5.31,5.47,2006-05-06
37.72531,-97.79759,2006,5,7,3.69,7.96,2006-05-07
37.72531,-97.79759,2006,5,8,12.99,22.25,2006-05-08
37.72531,-97.79759,2006,5,9,10.57,25.2,2006-05-09
37.72531,-97.79759,2006,5,10,2.25,23.11,2006-05-10
